,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
14659,Audi A4,2015,2,100049.0,2.0L,175.0,Automatic,Diesel,6000.0,GC,Saloon,D&D UK CARS LIMITED,Luton,64,Audi
14660,Volkswagen EOS,2008,5,104079.0,2.0L,138.0,Automatic,Diesel,3495.0,GC,Convertible,Beadlow Motors,Shefford,08,Volkswagen
14661,BMW 3 Series,2010,3,92476.0,2.0L,181.0,Manual,Diesel,3795.0,GC,Saloon,Q Motors,Luton,10,BMW
14662,Peugeot 3008,2010,5,94564.0,1.6L,110.0,Automatic,Diesel,3095.0,GC,SUV,Car Point Luton Ltd T/A Car Point Bedfordshire,Bedford,60,Peugeot
14664,SKODA Fabia,2005,2,155800.0,1.9L,100.0,Manual,Diesel,1150.0,GC,Estate,Heritage Auto Factors,Luton,05,SKODA
14665,Honda Cr-V,2005,3,147700.0,2.0L,150.0,Manual,Petrol,1950.0,GC,SUV,,,55,Honda
14671,Peugeot 3008,2010,3,102941.0,1.6L,110.0,Manual,Diesel,2395.0,GC,SUV,Car Point Luton Ltd T/A Car Point Bedfordshire,Bedford,10,Peugeot
14672,Vauxhall Zafira,2011,3,69750.0,1.7L,108.0,Manual,Diesel,3000.0,GC,MPV,Fairways Cars,Milton Keynes,61,Vauxhall
14673,Nissan Micra,2009,6,61600.0,1.2L,79.0,Automatic,Petrol,4295.0,GC,Hatchback,CARS IN MK LTD,Milton Keynes,59,Nissan
14674,Toyota Yaris,2007,5,76450.0,1.0L,67.0,Manual,Petrol,2350.0,GC,Hatchback,EMQ Kars,Leighton Buzzard,07,Toyota
14676,Citroen Xsara Picasso,2005,4,132000.0,2.0L,137.0,Automatic,Petrol,1350.0,GC,MPV,Sandy Cars,Sandy,05,Citroen
14678,BMW 3 Series,2008,8,131663.0,2.0L,175.0,Automatic,Diesel,3250.0,GC,Saloon,MK40 Autos Ltd,Bedford,08,BMW
14679,BMW 5 Series,2008,3,96000.0,2.0L,175.0,Manual,Diesel,2995.0,GC,Saloon,Bluebells,Bedford,58,BMW
14686,Ford Focus,2012,3,82300.0,1.6L,113.0,Manual,Diesel,3999.0,GC,Hatchback,Ideal Carz,Milton Keynes,,Ford
14694,Hyundai i20,2011,4,42000.0,1.4L,99.0,Manual,Petrol,3795.0,GC,Hatchback,T B Motors,Bedford,61,Hyundai
14702,Fiat 500,2010,4,87482.0,1.2L,69.0,Manual,Petrol,2990.0,GC,Hatchback,Empire Cars,Bedford,59,Fiat
14703,Ford Mondeo,2008,2,134000.0,2.0L,138.0,Manual,Diesel,2280.0,GC,Hatchback,Gemen Motors,Luton,58,Ford
14704,Peugeot 208,2018,1,74531.0,1.2L,108.0,Manual,Petrol,6995.0,GC,Hatchback,Personal Automotive,Bedford,18,Peugeot
14706,Renault Clio,2014,4,65543.0,1.5L,89.0,Manual,Diesel,5295.0,GC,Hatchback,Q Motors,Luton,64,Renault
14714,Ford Fiesta,2012,1,99000.0,1.4L,94.0,Manual,Petrol,3595.0,GC,Hatchback,,,,Ford
14716,Mazda6,2010,2,130000.0,2.2L,161.0,Manual,Diesel,1790.0,GC,Hatchback,SG AUTOMOTIVE,Sandy,10,Mazda6
14729,Hyundai i30,2010,3,124545.0,1.4L,108.0,Manual,Petrol,1849.0,GC,Hatchback,EURO MOTORZ LIMITED,Bedford,10,Hyundai
14730,BMW 3 Series,2011,2,110654.0,2.0L,141.0,Manual,Diesel,4990.0,GC,Estate,MK40 Autos Ltd,Bedford,11,BMW
14731,Volkswagen Golf,2010,5,154000.0,2.0L,138.0,Manual,Diesel,3000.0,GC,Hatchback,All Cars and Services Limited,Leighton Buzzard,10,Volkswagen
14733,Vauxhall Tigra,2006,4,108000.0,1.4L,89.0,Manual,Petrol,1490.0,GC,Convertible,Addison Cars Ltd,Bedford,06,Vauxhall
14734,Volkswagen Golf,2004,4,97492.0,2.0L,138.0,Manual,Diesel,2490.0,GC,Hatchback,Alpha Motor Group,Bedford,,Volkswagen
14736,Peugeot 508,2013,4,80751.0,2.0L,161.0,Automatic,Diesel,4995.0,GC,Saloon,Car Point Luton Ltd T/A Car Point Bedfordshire,Bedford,13,Peugeot
14742,Peugeot 3008,2018,2,62000.0,1.5L,129.0,Manual,Diesel,12450.0,GC,SUV,The Car Shop Bedford,Bedford,18,Peugeot
14743,Mazda2,2007,2,87800.0,1.5L,102.0,Manual,Petrol,2495.0,GC,Hatchback,CARS IN MK LTD,Milton Keynes,57,Mazda2
14746,Hyundai i30,2011,2,98695.0,1.6L,113.0,Manual,Diesel,2790.0,GC,Hatchback,Woburn Cars Ltd,Milton Keynes,61,Hyundai
14747,Mazda2,2008,8,81759.0,1.3L,74.0,Manual,Petrol,1999.0,GC,Hatchback,Ideal Carz,Milton Keynes,08,Mazda2
14749,BMW 3 Series,2012,4,127500.0,2.0L,181.0,Manual,Diesel,4499.0,GC,Saloon,SEH Motors,Luton,,BMW
14750,Vauxhall Astra,2010,3,65300.0,1.6L,113.0,Manual,Petrol,3520.0,GC,Hatchback,Royale Motoring Services Ltd,Bedford,10,Vauxhall
14755,Vauxhall Astra,2008,2,79700.0,1.4L,89.0,Manual,Petrol,2000.0,GC,Hatchback,All Cars and Services Limited,Leighton Buzzard,58,Vauxhall
14756,Vauxhall Astra Gtc,2012,4,82976.0,2.0L,163.0,Automatic,Diesel,4990.0,GC,Coupe,Woburn Cars Ltd,Milton Keynes,,Vauxhall
14757,Vauxhall Insignia,2011,2,101321.0,2.0L,158.0,Manual,Diesel,2490.0,GC,Hatchback,Eden Motors,Luton,11,Vauxhall
14758,Audi A1,2012,5,94000.0,1.4L,120.0,Manual,Petrol,5495.0,GC,Hatchback,Maes Autos,Hitchin,,Audi
14762,Ford Fiesta,2003,2,47000.0,1.4L,67.0,Manual,Diesel,1990.0,GC,Hatchback,Affordable Car Centre Ltd,Bedford,52,Ford
14763,Ford KA,2012,5,93758.0,1.2L,68.0,Manual,Petrol,2990.0,GC,Hatchback,Woburn Cars Ltd,Milton Keynes,,Ford
14764,Vauxhall Corsa,2013,2,65000.0,1.2L,84.0,Manual,Petrol,4890.0,GC,Hatchback,R & R Motors Bedford LTD,Bedford,63,Vauxhall
14771,Nissan Qashqai,2012,3,104000.0,1.5L,108.0,Manual,Diesel,3950.0,GC,SUV,Sandy Cars,Sandy,,Nissan
14772,Vauxhall Corsa,2014,1,61760.0,1.2L,84.0,Manual,Petrol,4490.0,GC,Hatchback,Kiln Farm Motors,Luton,64,Vauxhall
14773,Vauxhall Astra,2012,5,72500.0,1.6L,113.0,Manual,Petrol,2950.0,GC,Hatchback,,,,Vauxhall
14776,Ford Focus,2013,1,128995.0,1.6L,113.0,Manual,Diesel,3390.0,GC,Hatchback,3X Motors Ltd,Dunstable,63,Ford
14777,Vauxhall Corsa,2017,2,65000.0,1.4L,74.0,Manual,Petrol,6989.0,GC,Hatchback,Hatters Car Sales (Luton) Ltd,Luton,67,Vauxhall
14783,Vauxhall Astra,2005,2,104050.0,1.8L,123.0,Manual,Petrol,1295.0,GC,Hatchback,Heritage Auto Factors,Luton,05,Vauxhall
14784,KIA Ceed,2009,3,100000.0,1.6L,124.0,Manual,Petrol,2195.0,GC,Hatchback,Taylors Hill Motors,Hitchin,59,KIA
14785,Audi A3,2010,4,103493.0,1.6L,101.0,Manual,Petrol,3300.0,GC,Hatchback,LB Trade Vehicles,Leighton Buzzard,60,Audi
14786,SEAT Ibiza,2014,3,77000.0,1.4L,138.0,Manual,Petrol,5249.0,GC,Hatchback,,,64,SEAT
14787,Volkswagen Passat,2011,2,62288.0,2.0L,138.0,Manual,Diesel,4995.0,GC,Saloon,Beadlow Motors,Shefford,11,Volkswagen
14789,MINI Hatch,2013,3,65853.0,2.0L,110.0,Automatic,Diesel,6950.0,GC,Hatchback,MK40 Autos Ltd,Bedford,63,MINI
14790,Ford C-Max,2014,1,96500.0,1.6L,113.0,Manual,Diesel,4000.0,GC,MPV,Ace Autos,Bedford,14,Ford
14791,Honda Civic,2005,5,100491.0,1.6L,108.0,Automatic,Petrol,2000.0,GC,Hatchback,Ltn Motors Ltd,Luton,55,Honda
14798,Mercedes-Benz E Class,2005,5,199891.0,2.1L,150.0,Automatic,Diesel,1490.0,GC,Saloon,AUTO MALL LIMITED,Luton,05,Mercedes-Benz
14799,Audi A4 Avant,2009,3,120000.0,2.0L,141.0,Manual,Diesel,4245.0,GC,Estate,Dynamic Cars,Dunstable,59,Audi
14801,KIA Optima,2018,2,92935.0,1.7L,139.0,Manual,Diesel,8649.0,GC,Saloon,Hilton Car Supermarket Milton Keynes,Milton Keynes,18,KIA
14803,Peugeot 308,2008,3,48158.0,1.6L,120.0,Manual,Petrol,2100.0,GC,Hatchback,,,08,Peugeot
14811,Volkswagen Passat,2012,2,146000.0,2.0L,138.0,Manual,Diesel,3950.0,GC,Estate,Sandy Cars,Sandy,,Volkswagen
14812,Vauxhall Corsa,2008,4,74260.0,1.4L,89.0,Automatic,Petrol,3495.0,GC,Hatchback,Tenb Cars Limited,Bedford,58,Vauxhall
14815,Volkswagen Golf,2007,2,88000.0,1.4L,79.0,Manual,Petrol,2500.0,GC,Hatchback,Khan Automotive Ltd,Luton,57,Volkswagen
14818,Ford Focus,2008,6,88500.0,1.8L,123.0,Manual,Petrol,1750.0,GC,Hatchback,Khan Automotive Ltd,Luton,08,Ford
14819,BMW 3 Series,2009,4,83000.0,2.0L,141.0,Manual,Petrol,3499.0,GC,Saloon,EMQ Kars,Leighton Buzzard,09,BMW
14820,KIA Picanto,2012,2,123444.0,1.0L,68.0,Manual,Petrol,2499.0,GC,Hatchback,EURO MOTORZ LIMITED,Bedford,,KIA
14826,Ford C-Max,2011,3,157000.0,1.6L,113.0,Manual,Diesel,2480.0,GC,MPV,Gemen Motors,Luton,61,Ford
14829,Ford Focus,2014,3,92000.0,1.0L,123.0,Manual,Petrol,3773.0,Cat S,Hatchback,Ultimate Performance Motors,Luton,64,Ford
14830,Nissan Qashqai+2,2012,4,104000.0,1.5L,108.0,Manual,Diesel,3800.0,GC,SUV,,,,Nissan
14831,Vauxhall Astra,2014,3,180000.0,1.7L,128.0,Manual,Diesel,1995.0,GC,Estate,Heritage Auto Factors,Luton,64,Vauxhall
14839,Citroen C4 Cactus,2017,2,40448.0,1.2L,74.0,Manual,Petrol,7749.0,GC,Hatchback,Hilton Car Supermarket Milton Keynes,Milton Keynes,17,Citroen
14842,SKODA Fabia,2008,4,117400.0,1.2L,70.0,Manual,Petrol,1595.0,GC,Hatchback,Supreme Cars,Luton,08,SKODA
14844,Renault Laguna,2009,2,79515.0,2.0L,173.0,Manual,Diesel,2790.0,GC,Hatchback,EURO MOTORZ LIMITED,Bedford,59,Renault
14846,Land Rover Freelander 2,2011,4,111544.0,2.2L,187.0,Automatic,Diesel,6995.0,GC,SUV,Beadlow Motors,Shefford,61,Land
14847,Nissan Murano,2006,7,81000.0,3.5L,234.0,Automatic,Petrol,1795.0,Cat C,SUV,Roadgroup,Milton Keynes,56,Nissan
14853,Toyota Auris,2009,3,120760.0,1.33L,100.0,Manual,Petrol,1995.0,GC,Hatchback,Supreme Cars,Luton,09,Toyota
14855,Jaguar S-Type,2002,6,73000.0,4.2L,400.0,Automatic,Petrol,5990.0,GC,Saloon,Individual Cars,Bedford,51,Jaguar
14857,Hyundai ix35,2014,2,63000.0,1.7L,114.0,Manual,Diesel,6990.0,GC,SUV,S M Specialist Cars Ltd,Bedford,64,Hyundai
14868,Ford Fiesta,2010,1,114300.0,1.25L,81.0,Manual,Petrol,2600.0,GC,Hatchback,JK Cars,Leighton Buzzard,60,Ford
14870,Audi A2,2003,3,104685.0,1.4L,75.0,Manual,Petrol,1495.0,GC,Hatchback,N9 Motors,Sandy,03,Audi
14871,Peugeot 207 CC,2011,2,89156.0,1.6L,118.0,Manual,Petrol,2500.0,GC,Convertible,Ideal Carz,Milton Keynes,11,Peugeot
14872,Vauxhall Astra,2007,2,73000.0,1.8L,138.0,Automatic,Petrol,1299.0,GC,Estate,Safe Cars,Bedford,07,Vauxhall
14874,BMW 3 Series,2007,5,114000.0,2.5L,218.0,Automatic,Petrol,2750.0,GC,Coupe,Khan Automotive Ltd,Luton,07,BMW
14875,Audi A4,2011,2,106500.0,2.0L,141.0,Automatic,Diesel,4990.0,GC,Saloon,Park Road Garage Ltd,Bedford,11,Audi
14882,Vauxhall Astra,2010,4,77515.0,1.4L,99.0,Manual,Petrol,2995.0,GC,Hatchback,Shan's Top Gear Limited,Shefford,60,Vauxhall
14898,Toyota Avensis,2007,3,128000.0,2.2L,148.0,Manual,Diesel,1395.0,GC,Hatchback,Heritage Auto Factors,Luton,07,Toyota
14899,Jaguar XF,2014,3,141000.0,3.0L,237.0,Automatic,Diesel,7490.0,GC,Saloon,Individual Cars,Bedford,64,Jaguar
14902,Ford Focus,2012,2,138644.0,1.6L,113.0,Manual,Diesel,2999.0,GC,Hatchback,CARHUB MK,Milton Keynes,,Ford
14904,Toyota Corolla,2004,2,78000.0,1.6L,109.0,Automatic,Petrol,2790.0,GC,Hatchback,space motors,Luton,53,Toyota
14915,Mazda MX-5,2004,3,64162.0,1.6L,110.0,Manual,Petrol,2295.0,GC,Convertible,Car Point Luton Ltd T/A Car Point Bedfordshire,Bedford,,Mazda
14917,Citroen C5,2005,2,57750.0,1.6L,110.0,Manual,Diesel,2495.0,GC,Hatchback,Car Point Luton Ltd T/A Car Point Bedfordshire,Bedford,05,Citroen
14918,Peugeot 207,2010,1,87390.0,1.4L,75.0,Manual,Petrol,1899.0,GC,Hatchback,Indeed Cars Ltd,Luton,10,Peugeot
14923,Vauxhall Meriva,2008,3,68516.0,1.4L,89.0,Manual,Petrol,1899.0,GC,MPV,Royale Motoring Services Ltd,Bedford,58,Vauxhall
14925,Alfa Romeo 159 Sportwagon,2009,4,118965.0,2.4L,200.0,Automatic,Diesel,3999.0,GC,Estate,Orient Cars,Luton,58,Alfa
14927,Nissan X-Trail,2010,2,103065.0,2.0L,148.0,Automatic,Diesel,5995.0,GC,SUV,Q Motors,Luton,60,Nissan
14929,Volkswagen Golf,2010,2,127200.0,1.6L,104.0,Manual,Diesel,3295.0,GC,Hatchback,Newton Autos LTD,Milton Keynes,10,Volkswagen
14930,SKODA Fabia,2012,2,132500.0,1.2L,104.0,Manual,Petrol,2990.0,GC,Hatchback,MAB AUTOS,Luton,,SKODA
14931,Fiat Grande Punto,2008,4,75300.0,1.4L,77.0,Manual,Petrol,1849.0,GC,Hatchback,EURO MOTORZ LIMITED,Bedford,58,Fiat
14932,Vauxhall Corsa,2010,2,83000.0,1.2L,84.0,Manual,Petrol,2499.0,GC,Hatchback,Safe Cars,Bedford,10,Vauxhall
14937,Ford Galaxy,2013,2,105000.0,2.0L,138.0,Manual,Diesel,3999.0,GC,MPV,Star Car Sales,Bedford,13,Ford
14938,SKODA Octavia,2014,4,91901.0,2.0L,148.0,Manual,Diesel,5795.0,GC,Hatchback,SEH Motors,Luton,64,SKODA
14939,Nissan Micra,1998,4,45000.0,1.0L,53.0,Automatic,Petrol,2199.0,GC,Hatchback,Safe Cars,Bedford,S ,Nissan
14942,SEAT Ibiza,2014,2,79200.0,1.4L,84.0,Manual,Petrol,5000.0,GC,Hatchback,Fairways Cars,Milton Keynes,63,SEAT
14943,Volkswagen Polo,2014,2,82182.0,1.2L,60.0,Manual,Petrol,5399.0,GC,Hatchback,Bedfordshire Car Sales,Leighton Buzzard,14,Volkswagen
14951,SEAT Leon,2008,3,95000.0,2.0L,168.0,Manual,Diesel,3490.0,GC,Hatchback,The Car Shop Bedford,Bedford,58,SEAT
14955,Renault Twingo,2012,3,73000.0,1.2L,74.0,Manual,Petrol,2995.0,GC,Hatchback,Stevenage Cars,Stevenage,,Renault
14956,Mercedes-Benz CLK,2003,5,93550.0,2.6L,170.0,Automatic,Petrol,1750.0,GC,Coupe,EMQ Kars,Leighton Buzzard,03,Mercedes-Benz
14957,Abarth 595,2016,2,51914.0,1.4L,177.0,Manual,Petrol,11699.0,GC,Hatchback,Hilton Car Supermarket Milton Keynes,Milton Keynes,16,Abarth
14958,Peugeot 207,2010,5,94000.0,1.6L,118.0,Automatic,Petrol,2995.0,GC,Hatchback,Shah Autos Ltd,Luton,10,Peugeot
14960,Volkswagen Polo,2008,3,125000.0,1.2L,60.0,Manual,Petrol,1790.0,GC,Hatchback,SG AUTOMOTIVE,Sandy,08,Volkswagen
14965,BMW 3 Series,2010,2,126300.0,2.0L,181.0,Manual,Diesel,3995.0,GC,Estate,Motors Hub,Bedford,10,BMW
14969,Lexus GS 300,2007,1,92316.0,3.0L,245.0,Automatic,Petrol,4990.0,GC,Saloon,Zeus Cars Ltd,Bedford,57,Lexus
14984,Renault Scenic,2011,4,89000.0,1.5L,108.0,Manual,Diesel,2490.0,GC,MPV,Addison Cars Ltd,Bedford,11,Renault
14985,KIA Venga,2010,2,119866.0,1.4L,89.0,Manual,Petrol,1990.0,GC,MPV,EURO MOTORZ LIMITED,Bedford,60,KIA
14988,Mazda3,2014,2,102000.0,2.0L,118.0,Manual,Petrol,5495.0,GC,Hatchback,Ace Autos,Bedford,14,Mazda3
14994,BMW 1 Series,2008,3,80800.0,1.6L,122.0,Manual,Petrol,3800.0,GC,Hatchback,All Cars and Services Limited,Leighton Buzzard,58,BMW
14995,Honda Hr-V,2001,2,113550.0,1.6L,122.0,Manual,Petrol,1250.0,GC,SUV,EMQ Kars,Leighton Buzzard,51,Honda
15000,Toyota Auris,2014,3,119661.0,1.8L,134.0,Automatic,Petrol Hybrid,7990.0,GC,Estate,Jan Autos Ltd,Luton,64,Toyota
15001,Mazda MX-5,2010,4,75900.0,1.8L,124.0,Manual,Petrol,4095.0,GC,Convertible,Car Point Luton Ltd T/A Car Point Bedfordshire,Bedford,10,Mazda
15002,Citroen Grand C4 Picasso,2009,1,92321.0,1.6L,108.0,Automatic,Diesel,2490.0,GC,MPV,Eden Motors,Luton,59,Citroen
15008,Ford Mondeo,2009,3,80200.0,1.6L,123.0,Manual,Petrol,2490.0,GC,Saloon,,,59,Ford
15010,Honda Civic,2009,4,120078.0,1.8L,138.0,Automatic,Petrol,3750.0,GC,Hatchback,Ltn Motors Ltd,Luton,59,Honda
15012,Vauxhall Corsa,2012,4,87762.0,1.2L,84.0,Manual,Petrol,2900.0,GC,Hatchback,ST MOTOR SALES LIMITED,Bedford,,Vauxhall
15013,Ford Mondeo,2013,2,133000.0,2.0L,138.0,Manual,Diesel,2990.0,GC,Hatchback,United Cars Limited,Luton,63,Ford
15014,Volvo S80,2009,2,140126.0,2.4L,212.0,Manual,Diesel,2990.0,GC,Saloon,Smart Choice Autos Limited,Luton,59,Volvo
15015,Saab 9-3,2006,2,135600.0,2.0L,150.0,Manual,Petrol,1690.0,GC,Saloon,EURO MOTORZ LIMITED,Bedford,06,Saab
15016,Ford Fusion,2007,4,115146.0,1.6L,99.0,Automatic,Petrol,1795.0,Cat N,Hatchback,SP Motors,Hitchin,57,Ford
15021,Nissan X-Trail,2007,4,113000.0,2.0L,148.0,Manual,Diesel,2990.0,GC,SUV,Ouse Valley Car Sales,Bedford,57,Nissan
15022,Citroen C1,2015,3,45000.0,1.2L,81.0,Manual,Petrol,5895.0,GC,Hatchback,CAR CITY (LUTON) LIMITED,Luton,15,Citroen
15026,Audi A4,2008,2,117490.0,1.8L,158.0,Manual,Petrol,3500.0,GC,Saloon,D&D UK CARS LIMITED,Luton,08,Audi
15027,Fiat 500,2014,5,48861.0,1.2L,69.0,Manual,Petrol,5595.0,GC,Hatchback,Braceys Motors Limited,Hitchin,14,Fiat
15028,Vauxhall Meriva,2011,4,100200.0,1.7L,99.0,Automatic,Diesel,2999.0,GC,MPV,Ideal Carz,Milton Keynes,11,Vauxhall
15029,Ford Cortina,1981,5,77000.0,1.6L,72.0,Manual,Petrol,7250.0,GC,Saloon,,,W ,Ford
15036,Audi A6 Unspecified,2010,5,82513.0,3.0L,237.0,Automatic,Diesel,4495.0,GC,Saloon,Beadlow Motors,Shefford,60,Audi
15037,Vauxhall Astra,2013,4,106700.0,1.7L,128.0,Manual,Diesel,2999.0,GC,Hatchback,Ideal Carz,Milton Keynes,13,Vauxhall
15040,Citroen C2,2009,2,98137.0,1.1L,60.0,Manual,Petrol,1590.0,GC,Hatchback,Orient Cars,Luton,59,Citroen
15042,MINI Hatch,2013,2,107134.0,1.6L,89.0,Manual,Diesel,3290.0,GC,Hatchback,United Cars Limited,Luton,63,MINI
15044,Vauxhall Corsa,2008,2,72000.0,1.2L,79.0,Manual,Petrol,2199.0,GC,Hatchback,Safe Cars,Bedford,08,Vauxhall
15049,SEAT Ibiza,2017,2,69000.0,1.2L,89.0,Manual,Petrol,8195.0,GC,Hatchback,Stevenage Cars,Stevenage,17,SEAT
15051,Ford Focus,2011,3,93100.0,1.6L,113.0,Manual,Diesel,3695.0,GC,Hatchback,JP Automotive Bedford,Shefford,11,Ford
15053,Jaguar X-Type,2008,2,26000.0,2.2L,143.0,Automatic,Diesel,6495.0,GC,Saloon,Motorhouse (Beds) Ltd,Bedford,08,Jaguar
15054,Fiat 500,2014,3,77250.0,1.2L,69.0,Manual,Petrol,4200.0,GC,Hatchback,TG Performance,Bedford,64,Fiat
15057,Volkswagen Golf,2013,2,86000.0,1.6L,104.0,Manual,Diesel,5750.0,GC,Hatchback,,,13,Volkswagen
15063,Volkswagen Scirocco,2013,2,86000.0,2.0L,207.0,Automatic,Petrol,9989.0,GC,Hatchback,A6 Motors Ltd,Bedford,63,Volkswagen
15064,Hyundai i10,2013,5,78000.0,1.2L,85.0,Manual,Petrol,3299.0,GC,Hatchback,2 W CAR LIMITED,Luton,13,Hyundai
15065,Hyundai i10,2013,2,53550.0,1.2L,85.0,Manual,Petrol,4349.0,GC,Hatchback,Shahz Cars,Leighton Buzzard,63,Hyundai
15066,Volvo V40,2012,3,140559.0,1.6L,113.0,Manual,Diesel,3000.0,GC,Hatchback,,,,Volvo
15067,Ford Focus,2012,1,103450.0,1.0L,123.0,Manual,Petrol,3795.0,GC,Hatchback,COPLE CAR SALES,Bedford,,Ford
15069,Toyota RAV4,2017,2,114450.0,2.0L,141.0,Manual,Diesel,9500.0,GC,SUV,Fairways Cars,Milton Keynes,17,Toyota
