,name,year,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
8712,Honda Civic,2002,29280.0,1.6L,108.0,Automatic,Petrol,2999,GC,Hatchback,Mercury Motorsport Ltd,Leven,52,Honda
8713,Mercedes-Benz C Class,2016,79000.0,2.1L,168.0,Automatic,Diesel,19995,GC,Coupe,DRIVEN MOTOR COMPANY,Glasgow,,Mercedes-Benz
8715,BMW 1 Series,2010,115147.0,2.0L,141.0,Manual,Diesel,2995,GC,Hatchback,CAR VILLAGE HQ,Motherwell,10,BMW
8716,Honda Cr-V,2012,105002.0,2.2L,148.0,Manual,Diesel,3995,GC,SUV,Lomond Autocentre,Alexandria,,Honda
8722,KIA Ceed,2010,87089.0,1.4L,89.0,Manual,Petrol,2290,GC,Hatchback,OLIX MOTORS LIMITED,Nelson,60,KIA
8724,Citroen C1,2010,60000.0,1.0L,67.0,Manual,Petrol,2995,GC,Hatchback,KD Cars,Bathgate,60,Citroen
8725,Ford Fiesta,2012,98000.0,1.25L,81.0,Manual,Petrol,3495,GC,Hatchback,KD Cars,Bathgate,,Ford
8726,Volkswagen Polo,2015,165000.0,1.4L,74.0,Manual,Diesel,4299,GC,Hatchback,Redrose Cars,Burnley,65,Volkswagen
8727,Dacia Duster,2015,101000.0,1.5L,106.0,Manual,Diesel,2989,GC,SUV,Modern Classic Cars,Keighley,15,Dacia
8728,Peugeot 206,2004,62485.0,1.4L,74.0,Automatic,Petrol,2599,GC,Hatchback,Cheshire Motor Car Sales Limited,Dukinfield,04,Peugeot
8729,Vauxhall Insignia,2016,81000.0,1.4L,138.0,Manual,Petrol,5999,GC,Hatchback,A.A AUTOMOTIVE,Willesden,16,Vauxhall
8730,Vauxhall Corsa,2011,66947.0,1.4L,99.0,Manual,Petrol,3888,GC,Hatchback,Glenfield Car Sales,Kilmarnock,61,Vauxhall
8735,Ford Fiesta,2009,85000.0,1.6L,118.0,Manual,Petrol,2999,GC,Hatchback,TEESSIDE MOTORS NE LTD,Stockton On Tees,09,Ford
8736,Ford KA,2009,66000.0,1.2L,68.0,Manual,Petrol,2495,GC,Hatchback,JMC CARS,Glasgow,09,Ford
8737,Abarth 500,2012,76000.0,1.4L,135.0,Manual,Petrol,6200,GC,Hatchback,,,,Abarth
8738,BMW 3 Series,2006,64500.0,3.0L,301.0,Automatic,Petrol,8495,GC,Coupe,DLR CAR COMPANY,Port Glasgow,56,BMW
8739,Mercedes-Benz Clc Class,2010,111902.0,2.1L,148.0,Automatic,Diesel,4995,GC,Hatchback,Hillington Motor Company Ltd,Rutherglen,10,Mercedes-Benz
8740,Volvo V40,2015,78858.0,2.0L,187.0,Manual,Diesel,7988,GC,Hatchback,Glenfield Car Sales,Kilmarnock,15,Volvo
8741,Vauxhall Zafira,2013,103000.0,1.6L,113.0,Manual,Petrol,1550,GC,MPV,Autopark UK,Meadowfield,62,Vauxhall
8742,Ford Fiesta,2014,66560.0,1.0L,99.0,Manual,Petrol,5988,GC,Hatchback,Glenfield Car Sales,Kilmarnock,14,Ford
8749,Hyundai Tucson,2016,65580.0,1.7L,114.0,Manual,Diesel,12000,GC,SUV,Evans Halshaw Vauxhall Falkirk,Grangemouth,16,Hyundai
8751,Dacia Sandero Stepway,2015,98224.0,0.9L,89.0,Manual,Petrol,4295,GC,Hatchback,First Choice Cars,Glasgow,15,Dacia
8752,Honda Civic,2008,80285.0,1.8L,138.0,Manual,Petrol,2500,GC,Hatchback,Kingsgate Motor Company,Livingston,58,Honda
8753,Audi A3,2014,98700.0,1.6L,104.0,Manual,Diesel,8774,GC,Hatchback,The Manchester Motor Company,Bolton,63,Audi
8755,Mercedes-Benz S Class,2008,132000.0,3.0L,228.0,Automatic,Diesel,2950,GC,Saloon,,,08,Mercedes-Benz
8756,Rover 75,2005,53094.0,1.8L,118.0,Manual,Petrol,3450,GC,Saloon,,,55,Rover
8757,Vauxhall Corsa,2014,90000.0,1.2L,73.0,Manual,Diesel,3995,GC,Hatchback,IG Motor Group,Manchester,14,Vauxhall
8758,Mercedes-Benz C Class,2003,86153.0,1.8L,143.0,Automatic,Petrol,2475,GC,Saloon,Motoroo,Romford,03,Mercedes-Benz
8763,BMW 3 Series,2013,114464.0,2.0L,161.0,Manual,Diesel,4000,GC,Saloon,Trade Cars Burnley,Burnley,63,BMW
8764,Mazda2,2010,90000.0,1.3L,85.0,Manual,Petrol,2495,GC,Hatchback,MOTOR CAR SALES LTD,Blackburn,59,Mazda2
8765,KIA RIO,2013,33241.0,1.4L,107.0,Manual,Petrol,6290,GC,Hatchback,DB Vehicles Ltd,Clydebank,63,KIA
8766,Honda Cr-V,2009,137332.0,2.2L,138.0,Manual,Diesel,2995,GC,SUV,Hillington Motor Company Ltd,Rutherglen,09,Honda
8767,Audi TT,2003,76800.0,1.8L,225.0,Manual,Petrol,3450,GC,Coupe,,,03,Audi
8769,Volkswagen CC,2015,85000.0,2.0L,138.0,Automatic,Diesel,7750,GC,Saloon,SVB Trade Sales,Hamilton,15,Volkswagen
8770,Citroen DS3,2013,121977.0,1.6L,91.0,Manual,Diesel,2999,GC,Hatchback,Banks Of The Tyne Motor Company,Hebburn,13,Citroen
8771,Honda Accord,2004,96000.0,2.0L,153.0,Automatic,Petrol,1489,GC,Saloon,Modern Classic Cars,Keighley,,Honda
8772,Dacia Sandero Stepway,2016,57593.0,0.9L,90.0,Manual,Petrol,5798,GC,Hatchback,Arnold Clark Dundee Motorstore / Fiat / Abarth / Kia,Dundee,65,Dacia
8777,SEAT Ibiza,2013,38800.0,1.4L,84.0,Manual,Petrol,5788,GC,Hatchback,Glenfield Car Sales,Kilmarnock,13,SEAT
8778,Mercedes-Benz C Class,2010,115000.0,2.1L,134.0,Automatic,Diesel,2500,GC,Saloon,Urmston Car Sales LTD,Manchester,10,Mercedes-Benz
8779,Ford Grand C-Max,2011,93000.0,2.0L,138.0,Automatic,Diesel,3795,GC,MPV,,,61,Ford
8781,Mercedes-Benz SL Class,2006,101907.0,3.5L,315.0,Automatic,Petrol,6250,GC,Convertible,,,06,Mercedes-Benz
8783,Vauxhall Agila,2009,85695.0,1.2L,84.0,Manual,Petrol,2000,GC,MPV,Shawfair Car Sales,Dalkeith,59,Vauxhall
8784,Vauxhall Adam,2019,93447.0,1.2L,69.0,Manual,Petrol,6590,GC,Hatchback,Autopoint York,York,19,Vauxhall
8791,Citroen C5,2009,94000.0,1.6L,110.0,Manual,Diesel,2500,GC,Estate,ELE Car Sales,Shotts,59,Citroen
8793,SKODA Rapid,2014,109640.0,1.6L,104.0,Manual,Diesel,3210,GC,Hatchback,,,14,SKODA
8794,BMW 1 Series,2008,101198.0,1.6L,122.0,Manual,Petrol,2500,GC,Hatchback,Banks Of The Tyne Motor Company,Hebburn,08,BMW
8795,BMW 3 Series,2008,177000.0,2.0L,175.0,Manual,Diesel,1995,GC,Coupe,Unique Cars Lancashire,Nelson,58,BMW
8796,Vauxhall Insignia,2016,65000.0,1.6L,134.0,Manual,Diesel,8995,GC,Hatchback,Bank Motors,Glasgow,,Vauxhall
8797,Renault Clio,2013,96000.0,1.2L,74.0,Manual,Petrol,2995,GC,Hatchback,Auto Sales NI,Newtownabbey,,Renault
8798,Toyota Yaris,2007,68000.0,1.3L,85.0,Automatic,Petrol,3995,GC,Hatchback,Carpoint Motor Company LTD,Bolton,56,Toyota
8807,Mazda2,2016,71082.0,1.5L,89.0,Manual,Petrol,7495,GC,Hatchback,Car Deal Warehouse Superstore Newbridge,Newbridge,16,Mazda2
8808,Volkswagen Polo,2014,88900.0,1.2L,89.0,Manual,Petrol,6988,GC,Hatchback,Glenfield Car Sales,Kilmarnock,64,Volkswagen
8810,Chevrolet Cruze,2013,76800.0,1.6L,122.0,Manual,Petrol,2490,GC,Estate,SSR Cars,Dunfermline,63,Chevrolet
8811,Nissan Qashqai,2009,104192.0,1.5L,105.0,Manual,Diesel,2595,GC,Hatchback,CAR VILLAGE HQ,Motherwell,09,Nissan
8812,Vauxhall Corsa,2020,19035.0,1.2L,99.0,Manual,Petrol,13700,GC,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell,Motherwell,20,Vauxhall
8813,Mercedes-Benz B Class,2012,79980.0,1.8L,108.0,Manual,Diesel,6695,GC,MPV,Hillington Motor Company Ltd,Rutherglen,,Mercedes-Benz
8819,Ford KA,2010,55900.0,1.2L,68.0,Manual,Petrol,3490,GC,Hatchback,SSR Cars,Dunfermline,10,Ford
8821,Jaguar XF,2009,98391.0,3.0L,240.0,Automatic,Diesel,4000,GC,Saloon,JMC Sutton,Sutton Coldfield,59,Jaguar
8822,Audi A5,2010,160000.0,2.0L,168.0,Manual,Diesel,3200,GC,Coupe,,,59,Audi
8823,Citroen C5,2013,114631.0,1.6L,112.0,Manual,Diesel,3695,GC,Estate,,,13,Citroen
8824,Ford Focus,2013,160000.0,1.6L,113.0,Manual,Diesel,3989,GC,Hatchback,Wilfrid motor co,Bradford,13,Ford
8825,Nissan Juke,2014,64000.0,1.6L,115.0,Manual,Petrol,5999,GC,SUV,A.A AUTOMOTIVE,Willesden,14,Nissan
8827,Mercedes-Benz C Class,2013,69000.0,2.1L,201.0,Automatic,Diesel,9000,GC,Saloon,Drumgray Vehicles,Airdrie,63,Mercedes-Benz
8828,Citroen Saxo,2002,59500.0,1.6L,120.0,Manual,Petrol,6988,GC,Hatchback,Get Car Finance Here,Barnoldswick,52,Citroen
8833,KIA Soul,2012,119099.0,1.6L,138.0,Manual,Petrol,3500,GC,SUV,Feel Good Autos Limited,Newcastle Upon Tyne,,KIA
8834,Volkswagen CC,2014,68000.0,2.0L,138.0,Manual,Diesel,8995,GC,Saloon,Bank Motors,Glasgow,64,Volkswagen
8835,Honda Accord,2011,112747.0,2.2L,148.0,Manual,Diesel,4795,GC,Estate,H K M Cars Devon,Exeter,11,Honda
8836,Vauxhall Corsa,2015,48926.0,1.2L,69.0,Manual,Petrol,6988,GC,Hatchback,Glenfield Car Sales,Kilmarnock,65,Vauxhall
8837,Audi A6 Saloon,2013,112000.0,2.0L,175.0,Automatic,Diesel,5437,GC,Saloon,,,13,Audi
8838,Ford Fiesta,2013,90000.0,1.5L,74.0,Manual,Diesel,2995,GC,Hatchback,Cleckheaton Motor Sales,Cleckheaton,18,Ford
8839,MINI Hatch,2016,46268.0,1.5L,114.0,Manual,Diesel,8495,GC,Hatchback,CLYDE CAR SALES LIMITED,Clydebank,16,MINI
8840,Nissan Micra,2009,48700.0,1.2L,79.0,Manual,Petrol,2150,GC,Hatchback,,,59,Nissan
8841,Proton Savvy,2010,36000.0,1.2L,75.0,Automatic,Petrol,1330,Cat N,Hatchback,,,59,Proton
8847,MINI Hatch,2009,47000.0,1.6L,173.0,Manual,Petrol,4495,GC,Hatchback,,,09,MINI
8848,BMW 3 Series,2013,47399.0,2.0L,181.0,Manual,Diesel,9995,GC,Saloon,First Choice Cars,Glasgow,13,BMW
8849,Citroen C4 Picasso,2015,86000.0,1.6L,112.0,Manual,Diesel,5995,GC,MPV,LM MOTOR COMPANY LIMITED,Kilmarnock,15,Citroen
8850,Volkswagen Caddy Life,2012,58063.0,1.6L,101.0,Automatic,Diesel,7995,GC,MPV,H & J BURGOYNE,Airth,,Volkswagen
8851,Nissan Qashqai,2011,62000.0,1.5L,108.0,Manual,Diesel,3995,GC,SUV,Ghost Motors LTD,Cleckheaton,61,Nissan
8852,Suzuki Alto,2013,69000.0,1.0L,67.0,Manual,Petrol,2990,GC,Hatchback,SSR Cars,Dunfermline,62,Suzuki
8853,Renault Megane,2015,60079.0,1.5L,110.0,Manual,Diesel,5998,GC,Coupe,Arnold Clark Vauxhall (Stirling),Stirling,15,Renault
8854,KIA Proceed,2015,82000.0,1.4L,98.0,Manual,Petrol,5500,GC,Hatchback,Alistair Buchan,East Wemyss,15,KIA
8855,Nissan Qashqai,2012,98200.0,1.5L,108.0,Manual,Diesel,4288,GC,SUV,Glenfield Car Sales,Kilmarnock,,Nissan
8856,BMW 4 Series,2013,45960.0,3.0L,258.0,Automatic,Diesel,15000,GC,Coupe,Park's Honda Ayr,Ayr,63,BMW
8861,Ford Focus,2014,105969.0,1.6L,113.0,Manual,Diesel,6495,GC,Estate,Br Car Sales,Glenrothes,64,Ford
8863,Ford Mondeo,2009,111000.0,1.8L,123.0,Manual,Diesel,1295,GC,Hatchback,Esh Auto Dealz,Durham,59,Ford
8864,Volvo V60,2013,98000.0,2.0L,134.0,Manual,Diesel,5650,GC,Estate,Thomson Twins Motors,Larkhall,62,Volvo
8865,SEAT Leon,2014,97800.0,2.0L,148.0,Manual,Diesel,5788,GC,Hatchback,Glenfield Car Sales,Kilmarnock,64,SEAT
8866,Vauxhall Corsa,2015,41000.0,1.4L,89.0,Manual,Petrol,6995,GC,Hatchback,Robert Black and Son LTD,Inverkeithing,15,Vauxhall
8868,Toyota Avensis,2007,126500.0,2.2L,174.0,Manual,Diesel,2495,GC,Hatchback,DLR CAR COMPANY,Port Glasgow,07,Toyota
8869,Vauxhall Astra,2015,65000.0,1.6L,115.0,Manual,Petrol,6995,GC,Hatchback,Bank Motors,Glasgow,65,Vauxhall
8870,Fiat 500,2019,65331.0,1.2L,69.0,Manual,Petrol,7495,GC,Hatchback,JMC Used Cars Ltd,Glasgow,19,Fiat
8875,Ford Focus,2012,91479.0,1.0L,123.0,Manual,Petrol,4450,GC,Hatchback,CAR VILLAGE HQ,Motherwell,,Ford
8876,Honda Accord,2002,209033.0,2.2L,209.0,Manual,Petrol,2975,GC,Saloon,CMG Trade Sales,Morecambe,52,Honda
8877,SEAT Ibiza,2010,88200.0,2.0L,141.0,Manual,Diesel,3888,GC,Hatchback,Glenfield Car Sales,Kilmarnock,10,SEAT
8878,KIA Picanto,2012,32640.0,1.0L,68.0,Manual,Petrol,4750,GC,Hatchback,CLYDE CAR SALES LIMITED,Clydebank,,KIA
8879,Citroen C4,2015,42000.0,1.6L,99.0,Manual,Diesel,6990,GC,Hatchback,SR Motors Armadale,Bathgate,15,Citroen
8880,SEAT Ibiza,2018,55000.0,1.0L,74.0,Manual,Petrol,8650,GC,Hatchback,Alistair Buchan,East Wemyss,18,SEAT
8881,Suzuki Wagon R,2007,65701.0,1.2L,79.0,Manual,Petrol,1350,Cat N,Hatchback,TaskScot Performance,Livingston,07,Suzuki
8882,Ford Fiesta,2007,65000.0,1.25L,74.0,Manual,Petrol,2290,GC,Hatchback,JMC CARS,Glasgow,07,Ford
8883,Volkswagen Scirocco,2014,117775.0,2.0L,138.0,Manual,Diesel,6895,GC,Hatchback,Old Forge Motor Group,Wakefield,14,Volkswagen
8884,Toyota RAV4,2014,175000.0,2.0L,122.0,Manual,Diesel,3800,GC,SUV,MIX MAX MOTORS LIMITED,Bradford,14,Toyota
8889,SKODA Fabia,2023,22029.0,1.0L,59.0,Manual,Petrol,10750,GC,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell,Motherwell,70,SKODA
8890,Vauxhall Corsa,2007,71650.0,1.4L,89.0,Automatic,Petrol,2795,GC,Hatchback,Batley Motors Limited,Batley,07,Vauxhall
8891,BMW 1 Series,2010,124198.0,2.0L,175.0,Manual,Diesel,3970,GC,Coupe,,,60,BMW
8892,Vauxhall Antara,2012,75200.0,2.2L,161.0,Automatic,Diesel,2500,GC,SUV,Parkside Motor Store,Bolton,,Vauxhall
8893,MINI Hatch,2007,121373.0,1.4L,94.0,Manual,Petrol,599,GC,Hatchback,,,57,MINI
8894,Vauxhall Corsa,2013,81119.0,1.2L,83.0,Manual,Petrol,4499,GC,Hatchback,Cheshire Motor Car Sales Limited,Dukinfield,13,Vauxhall
8896,Ford S-Max,2011,114600.0,2.2L,197.0,Manual,Diesel,7241,GC,MPV,MCS Performance,Colchester,11,Ford
8897,Audi A3,2006,97921.0,2.0L,140.0,Manual,Diesel,2000,GC,Hatchback,Trade Cars Burnley,Burnley,56,Audi
8898,MINI Hatch,2011,51000.0,1.6L,211.0,Manual,Petrol,10480,GC,Hatchback,Scottish Motor Services,Glasgow,11,MINI
8903,Mitsubishi ASX,2016,69309.0,1.6L,115.0,Manual,Petrol,8698,GC,SUV,Arnold Clark Renault/Dacia (Grangemouth),Grangemouth,,Mitsubishi
8904,Vauxhall Crossland X,2020,34415.0,1.2L,82.0,Manual,Petrol,11500,GC,SUV,Evans Halshaw Vauxhall Falkirk,Grangemouth,20,Vauxhall
8905,Citroen DS3,2010,83200.0,1.6L,108.0,Manual,Diesel,3588,GC,Hatchback,Glenfield Car Sales,Kilmarnock,60,Citroen
8907,Ford Focus,2015,76900.0,1.6L,113.0,Manual,Diesel,7495,GC,Hatchback,Forsyth Street Cars,Airdrie,65,Ford
8908,SKODA Octavia,2011,104000.0,2.0L,138.0,Manual,Diesel,3995,GC,Estate,M & A Automotive (Glasgow) Ltd,Bathgate,60,SKODA
8909,Fiat Grande Punto,2007,53000.0,1.4L,77.0,Manual,Petrol,1790,GC,Hatchback,N K Motors,Blackburn,07,Fiat
8911,BMW 5 Series,2011,174966.0,2.0L,181.0,Manual,Diesel,3500,GC,Estate,JMC Sutton,Sutton Coldfield,11,BMW
8912,Renault Clio,2015,33100.0,1.5L,89.0,Manual,Diesel,6070,GC,Hatchback,,,15,Renault
8917,Ford Focus,2004,91000.0,1.4L,74.0,Manual,Petrol,800,GC,Hatchback,Warbreck Car Sales Ltd,Liverpool,,Ford
8918,Volkswagen Polo,2012,103000.0,1.2L,59.0,Manual,Petrol,4990,GC,Hatchback,SR Motors Armadale,Bathgate,,Volkswagen
8919,Nissan Micra,2005,54000.0,1.2L,80.0,Manual,Petrol,1350,GC,Hatchback,Autopark UK,Meadowfield,05,Nissan
8920,Ford Fiesta,2009,67000.0,1.4L,67.0,Manual,Diesel,2999,GC,Hatchback,Waxx Autos,Preston,09,Ford
8921,Renault Megane,2009,94000.0,1.6L,108.0,Manual,Petrol,2495,GC,Hatchback,Glendale Motor Co,Ashington,59,Renault
8922,Audi A4,2008,141300.0,2.0L,168.0,Manual,Diesel,1995,GC,Saloon,Ripon Auto Centre,Ripon,57,Audi
8923,SEAT Ibiza,2013,134000.0,1.2L,74.0,Manual,Diesel,2995,GC,Hatchback,Premier Car Sales Ltd,Preston,13,SEAT
8924,Renault Clio,2009,101300.0,1.2L,74.0,Manual,Petrol,1590,GC,Hatchback,IN BUDGET,Burnley,59,Renault
8925,SKODA Roomster,2008,144205.0,1.9L,105.0,Manual,Diesel,1995,GC,MPV,CAR VILLAGE HQ,Motherwell,58,SKODA
8926,KIA RIO,2017,26000.0,1.25L,83.0,Manual,Petrol,8995,GC,Hatchback,Kennedy Cars,Glasgow,17,KIA
8931,SEAT Ibiza,2013,80570.0,1.2L,68.0,Manual,Petrol,3990,GC,Hatchback,Monument Cars,Houghton Le Spring,63,SEAT
8932,Honda Cr-Z,2010,74000.0,1.5L,112.0,Manual,Petrol Hybrid,4975,GC,Coupe,Expressway,Glasgow,10,Honda
8933,Nissan Micra,2007,47031.0,1.4L,87.0,Manual,Petrol,2995,GC,Hatchback,Longstone Edinburgh Ltd,Edinburgh,07,Nissan
8934,Infiniti Q50,2015,65571.0,2.2L,168.0,Manual,Diesel,6295,GC,Saloon,,,15,Infiniti
8935,Ford Fiesta,2010,120302.0,1.6L,94.0,Manual,Diesel,3650,GC,Hatchback,Hyndland Motor Co. Ltd,Glasgow,60,Ford
8936,Hyundai ix35,2011,62998.0,1.7L,113.0,Manual,Diesel,5995,GC,SUV,Old Forge Motor Group,Wakefield,11,Hyundai
8937,SKODA Roomster,2015,45125.0,1.6L,104.0,Manual,Diesel,7490,GC,MPV,Euro Marques Motor Company,Glasgow,15,SKODA
8938,Mercedes-Benz A Class,2007,108000.0,1.5L,93.0,Manual,Petrol,1750,GC,Hatchback,JMC Sutton,Sutton Coldfield,57,Mercedes-Benz
8939,Mazda2,2012,106000.0,1.3L,83.0,Manual,Petrol,2489,GC,Hatchback,Modern Classic Cars,Keighley,,Mazda2
8940,Ford Kuga,2009,130841.0,2.0L,134.0,Manual,Diesel,2495,GC,SUV,First Choice Car Sales,Liverpool,58,Ford
8945,BMW 5 Series,2009,117000.0,2.5L,187.0,Manual,Petrol,3000,Cat D,Estate,JMC Sutton,Sutton Coldfield,59,BMW
8947,Vauxhall Corsa,2015,73600.0,1.0L,113.0,Manual,Petrol,6188,GC,Hatchback,Glenfield Car Sales,Kilmarnock,15,Vauxhall
8948,Ford Fiesta,2017,77600.0,1.2L,80.0,Manual,Petrol,6748,GC,Hatchback,The Car Suite Ltd,Huddersfield,17,Ford
8949,Peugeot 308,2013,105000.0,1.6L,110.0,Automatic,Diesel,3500,GC,Hatchback,GPC,Bradford,63,Peugeot
8950,SEAT Ibiza,2010,99000.0,1.4L,84.0,Manual,Petrol,3295,GC,Hatchback,Auto Sales,Dewsbury,60,SEAT
8951,Vauxhall Corsa,2016,52868.0,1.4L,74.0,Manual,Petrol,6995,GC,Hatchback,Simpson Motors,Dunfermline,,Vauxhall
8952,Mercedes-Benz C Class,2016,140000.0,1.6L,134.0,Automatic,Diesel,10250,GC,Saloon,Zoemick Commercials,Chester Le Street,16,Mercedes-Benz
8953,Mercedes-Benz C Class,2009,70000.0,2.1L,167.0,Automatic,Diesel,5390,GC,Saloon,The Car Suite Ltd,Huddersfield,09,Mercedes-Benz
8954,Peugeot 208,2020,29746.0,1.2L,74.0,Manual,Petrol,12490,GC,Hatchback,Evans Halshaw Ford Motherwell,Motherwell,70,Peugeot
8959,SEAT Ibiza,2012,124000.0,1.2L,69.0,Manual,Petrol,2295,GC,Hatchback,Broadgate Motors,Bradford,,SEAT
8960,Citroen DS3,2012,81927.0,1.6L,111.0,Manual,Diesel,4394,GC,Hatchback,Cheshire Motor Car Sales Limited,Dukinfield,,Citroen
8961,Renault Twingo,2010,96000.0,1.2L,74.0,Manual,Petrol,1995,GC,Hatchback,NSC,Airdrie,60,Renault
8962,Citroen C1,2012,43000.0,1.0L,67.0,Manual,Petrol,4000,GC,Hatchback,JMC Sutton,Sutton Coldfield,,Citroen
8963,BMW 4 Series,2015,116000.0,2.0L,181.0,Manual,Diesel,10499,GC,Coupe,Driven of York,Tadcaster,15,BMW
8964,Dacia Sandero,2014,66717.0,1.2L,74.0,Manual,Petrol,3595,GC,Hatchback,JPM Associates,Glasgow,64,Dacia
8965,Ford Fiesta,2009,118000.0,1.4L,67.0,Manual,Diesel,2295,GC,Hatchback,AS MOTOR GROUP,Batley,59,Ford
8966,Vauxhall Astra,2011,99218.0,1.6L,113.0,Manual,Petrol,2495,GC,Hatchback,Greenlight,Blackburn,60,Vauxhall
8967,Mercedes-Benz E Class,2012,146000.0,2.1L,201.0,Automatic,Diesel,6995,GC,Estate,Hillington Motor Company Ltd,Rutherglen,,Mercedes-Benz
8968,Mazda MX-5,2013,48000.0,2.0L,158.0,Manual,Petrol,9995,GC,Convertible,Hillington Motor Company Ltd,Rutherglen,13,Mazda
8973,Peugeot 307 SW,2008,118600.0,1.6L,110.0,Manual,Petrol,1290,GC,Estate,Central Station Motors,Burnley,08,Peugeot
8974,KIA RIO,2017,99687.0,1.2L,82.0,Manual,Petrol,6495,GC,Hatchback,Parkland Motors,Loughborough,17,KIA
8976,Ford C-Max,2014,93000.0,1.6L,113.0,Manual,Diesel,4990,GC,MPV,SR Motor Company Limited,Glasgow,64,Ford
8977,Ford Fiesta,2011,120786.0,1.4L,69.0,Manual,Diesel,2495,GC,Hatchback,Spades Car Sales,Colne,61,Ford
8978,Citroen C4 Picasso,2015,89893.0,1.6L,118.0,Manual,Diesel,6495,GC,MPV,Old Forge Motor Group,Wakefield,65,Citroen
8979,Ford Fiesta,2010,58690.0,1.6L,118.0,Manual,Petrol,6995,GC,Hatchback,Hillington Motor Company Ltd,Rutherglen,10,Ford
8980,Mercedes-Benz B Class,2014,42850.0,1.8L,134.0,Manual,Diesel,8998,GC,MPV,Arnold Clark Vauxhall (Livingston),Livingston,14,Mercedes-Benz
8981,Toyota Auris,2009,134000.0,1.33L,100.0,Manual,Petrol,1250,GC,Hatchback,Parkside Motor Store,Bolton,09,Toyota
8982,KIA RIO,2013,71600.0,1.4L,107.0,Manual,Petrol,4199,GC,Hatchback,EMPIRE CAR & VAN SALES LIMITED,Blackburn,13,KIA
8987,Vauxhall Corsa,2020,39458.0,1.2L,99.0,Manual,Petrol,12400,GC,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Grangemouth,Grangemouth,20,Vauxhall
8990,BMW 4 Series,2014,124902.0,2.0L,181.0,Manual,Petrol,9995,GC,Coupe,Hogg Motor Co.,Glasgow,64,BMW
8991,Volvo S40,2011,66790.0,2.0L,143.0,Manual,Petrol,5790,GC,Saloon,The Car Suite Ltd,Huddersfield,61,Volvo
8992,Nissan Qashqai+2,2010,145000.0,1.5L,105.0,Manual,Diesel,2275,GC,SUV,MHY CARS (BRADFORD),Bradford,10,Nissan
8994,Peugeot 2008,2018,41830.0,1.2L,82.0,Manual,Petrol,9995,GC,SUV,JMC Used Cars Ltd,Glasgow,18,Peugeot
8995,Vauxhall Corsa,2014,66219.0,1.4L,99.0,Manual,Petrol,4750,GC,Hatchback,CAR VILLAGE HQ,Motherwell,64,Vauxhall
9001,Volkswagen Golf,2004,120257.0,1.6L,105.0,Manual,Petrol,1800,GC,Hatchback,TaskScot Performance,Livingston,53,Volkswagen
9002,Ford Focus,2012,59954.0,1.6L,104.0,Manual,Petrol,5700,GC,Hatchback,Robert Black and Son LTD,Inverkeithing,,Ford
9003,Citroen C3 Picasso,2012,100000.0,1.6L,118.0,Automatic,Petrol,3894,GC,MPV,Autoclick,Wakefield,,Citroen
9004,Ford Ranger,2016,52000.0,2.2L,158.0,Manual,Diesel,20790,GC,Pickup,Braidwood Motor Company,Livingston,,Ford
9005,Ford Focus,2015,62119.0,1.6L,113.0,Manual,Diesel,7790,GC,Hatchback,DB Vehicles Ltd,Clydebank,15,Ford
9006,Ford Focus,2004,91000.0,1.6L,99.0,Manual,Petrol,875,Cat C,Hatchback,SN MOTORS,Bradford,,Ford
9007,Vauxhall Antara,2015,63709.0,2.2L,161.0,Manual,Diesel,5995,GC,SUV,Garrowhill Car Sales,Glasgow,15,Vauxhall
9010,Toyota RAV4,2010,78000.0,2.2L,150.0,Manual,Diesel,5999,GC,SUV,GH Car Sales,Newcastle Upon Tyne,60,Toyota
9015,SKODA Roomster,2012,86000.0,1.2L,85.0,Manual,Petrol,3995,GC,MPV,ELE Car Sales,Shotts,,SKODA
9016,Ford Focus,2007,85000.0,1.6L,99.0,Manual,Petrol,1300,GC,Hatchback,,,57,Ford
9017,Honda Civic,2011,75500.0,1.8L,138.0,Manual,Petrol,4795,GC,Hatchback,Motor Trust UK,Preston,11,Honda
9018,Vauxhall Astra,2015,98566.0,1.7L,108.0,Manual,Diesel,4350,GC,Hatchback,CAR VILLAGE HQ,Motherwell,15,Vauxhall
9019,Land Rover Freelander 2,2007,215708.0,2.2L,158.0,Manual,Diesel,1295,GC,SUV,J.A Motors Ltd,Keighley,07,Land
9020,BMW 5 Series,2008,135674.0,2.0L,175.0,Automatic,Diesel,2480,GC,Saloon,J.A Motors Ltd,Keighley,08,BMW
9021,Ford Focus,2008,119000.0,2.0L,136.0,Manual,Diesel,1050,GC,Hatchback,Autopark UK,Meadowfield,58,Ford
9022,Peugeot 107,2012,80288.0,1.0L,67.0,Manual,Petrol,3199,GC,Hatchback,Kelvinside Motor Company,Glasgow,,Peugeot
9023,Volkswagen Beetle,2000,66009.0,2.0L,113.0,Manual,Petrol,2000,GC,Hatchback,Shawfair Car Sales,Dalkeith,W ,Volkswagen
9024,Mazda2,2012,92800.0,1.5L,101.0,Manual,Petrol,3400,GC,Hatchback,Z & A Motors,Burnley,,Mazda2
